0	11.000000
1	4.500000
2	2.583333
3	4.750000
4	-2.833333
5	14.916667
6	1.500000
7	16.666667
8	2.583333
9	1.833333
10	4.750000
11	11.833333
12	3.000000
13	2.250000
14	10.250000
15	1.833333
16	0.333333
17	7.833333
18	6.916667
19	11.250000
20	-7.833333
21	1.000000
22	11.750000
23	18.333333
24	2.166667
25	-0.166667
26	2.250000
27	17.250000
28	28.166667
29	-3.833333
30	7.500000
31	7.333333
32	6.250000
33	-2.083333
34	1.583333
35	21.583333
36	1.500000
37	20.750000
38	-1.750000
39	1.166667
40	26.416667
41	2.833333
42	14.916667
43	0.333333
44	0.250000
45	2.250000
46	20.416667
47	6.250000
48	19.083333
49	-12.083333
50	11.833333
51	-5.083333
52	6.250000
53	1.166667
54	12.750000
55	-3.333333
56	1.666667
57	7.416667
58	16.416667
59	8.583333
60	0.583333
61	6.166667
62	9.750000
63	27.250000
64	-0.666667
65	-3.000000
66	-0.500000
67	14.833333
68	-5.083333
69	13.583333
70	16.833333
71	5.083333
72	-0.750000
73	3.416667
74	19.666667
75	14.666667
76	1.000000
77	6.916667
78	1.166667
79	3.333333
80	-2.750000
81	15.166667
82	-3.416667
83	5.083333
84	10.500000
85	16.833333
86	0.000000
87	12.500000
88	3.333333
89	5.333333
90	-0.833333
91	4.666667
92	1.583333
93	4.166667
94	0.416667
95	11.000000
96	5.500000
97	4.083333
98	0.166667
99	10.666667
100	2.583333
101	13.583333
102	-5.000000
103	13.666667
104	9.000000
105	7.416667
106	9.000000
107	14.833333
108	2.666667
109	5.166667
110	18.250000
111	-3.750000
112	-0.416667
113	21.416667
114	-2.500000
115	1.750000
116	1.333333
117	25.833333
118	4.166667
119	2.083333
120	4.166667
121	23.416667
122	2.000000
123	7.166667
124	3.416667
125	2.750000
126	5.666667
127	1.583333
128	9.500000
129	22.250000
130	11.833333
131	-3.166667
132	19.333333
133	-1.166667
134	5.666667
135	9.000000
136	7.500000
137	-0.750000
138	6.583333
139	9.583333
140	3.166667
141	-5.500000
142	6.250000
143	7.666667
144	-0.416667
145	-0.416667
146	5.083333
147	27.166667
148	1.750000
149	5.000000
150	-5.333333
151	13.916667
152	20.166667
153	0.500000
154	-2.500000
155	23.000000
156	31.166667
157	1.083333
158	2.083333
159	4.333333
160	1.250000
161	-5.166667
162	1.250000
163	4.166667
164	5.666667
165	4.750000
166	-4.250000
167	27.583333
168	5.500000
169	4.583333
170	8.333333
171	-4.416667
172	-1.416667
173	17.833333
174	3.083333
175	1.333333
176	10.333333
177	5.416667
178	3.750000
179	3.583333
180	3.583333
181	2.666667
182	-2.250000
183	18.000000
184	1.916667
185	8.083333
186	0.500000
187	7.583333
188	3.000000
189	-0.750000
190	24.666667
191	9.166667
192	0.666667
193	-3.000000
194	3.583333
195	20.916667
196	21.666667
197	1.666667
198	5.666667
199	15.833333
200	16.666667
201	1.083333
202	1.083333
203	14.416667
204	-2.916667
205	4.750000
206	6.000000
207	11.916667
208	3.083333
209	0.000000
210	0.000000
211	14.666667
212	14.500000
213	-0.333333
214	14.000000
215	0.166667
216	3.333333
217	5.333333
218	0.666667
219	2.666667
220	6.000000
221	1.083333
222	6.666667
223	15.333333
224	-9.000000
225	7.666667
226	7.750000
227	0.333333
228	1.083333
229	2.250000
230	2.333333
231	2.250000
232	18.083333
233	2.250000
234	8.833333
235	2.166667
236	2.000000
237	5.000000
238	-0.166667
239	21.500000
240	-5.666667
241	19.166667
242	11.250000
243	5.250000
244	4.833333
245	20.083333
246	12.416667
247	4.333333
248	12.416667
249	8.833333
250	5.250000
251	-2.583333
252	13.083333
253	3.250000
254	-1.000000
